Car Names,Mileages,Ratings,Reviews,used/certified,Price
2013 Ford Explorer XLT,"16,161 mi.",4.7,"(1,048 reviews)",Used,"$13,165.00"
2019 Lincoln MKZ Reserve I,"158,879 mi.",4.9,"(1,747 reviews)",Used,"$31,488.00"
2020 Land Rover Range Rover Sport 3.0L Supercharged HSE,"42,145 mi.",4.9,"(4,719 reviews)",Used,"$74,377.00"
2016 Mazda CX-5 Sport,"17,243 mi.",4.8,"(2,217 reviews)",Used,"$17,300.00"
2015 Ford Edge Sport,"93,225 mi.",4.6,(874 reviews),Used,"$19,895.00"
2016 Tesla Model X 90D,"92,316 mi.",4.7,"(1,022 reviews)",Used,"$49,500.00"
2020 Toyota RAV4 LE,"133,200 mi.",4.3,(699 reviews),Toyota Certified,"$29,998.00"
2019 Mercedes-Benz C-Class C 300,Mileage,4.5,(660 reviews),Used,"$34,480.00"
2021 Audi A4 40 Premium,"10,801 mi.",4.6,(166 reviews),Used,"$36,010.00"
2021 Chevrolet Suburban High Country,"10,068 mi.",4.8,(56 reviews),Used,"$86,901.00"
2019 Toyota RAV4 LE,"14,610 mi.",4.9,"(21,777 reviews)",Used,"$27,799.00"
2017 Nissan Rogue SL,"35,994 mi.",4.1,(57 reviews),Used,"$23,795.00"
2021 Lamborghini Urus Base,"57,812 mi.",2.7,(60 reviews),Used,"$399,998.00"
2017 GMC Acadia SLT-2,"25,125 mi.",4.1,(39 reviews),Used,"$28,611.00"
2019 Lexus RX 350 350 PACKAGE!,"82,559 mi.",4.5,(602 reviews),Used,"$44,489.00"
2020 Kia Sportage S,"30,402 mi.",4.6,(943 reviews),Used,"$29,956.00"
2019 Honda Pilot Touring 8-Passenger,"24,759 mi.",4.5,(343 reviews),Used,"$37,358.00"
2017 Audi Q5 2.0T Premium Plus,"52,606 mi.",4.5,"(2,421 reviews)",Used,"$32,900.00"
2021 Hyundai Tucson Value,"27,561 mi.",4.8,"(3,280 reviews)",Used,"$29,997.00"
2019 Jeep Cherokee Latitude Plus,"17,951 mi.",4.7,"(1,808 reviews)",Used,"$26,200.00"
2019 Subaru Forester Premium,"39,639 mi.",4.3,(148 reviews),Used,"$29,350.00"
2019 BMW X5 xDrive40i,"21,486 mi.",4.7,"(1,648 reviews)",Used,"$48,998.00"
2019 Honda CR-V EX,"62,955 mi.",3.6,(47 reviews),Used,"$29,590.00"
2019 Hyundai Tucson SE,"38,430 mi.",3.4,(13 reviews),Used,"$23,998.00"
2018 Toyota Camry SE,"47,068 mi.",4.6,"(1,360 reviews)",Used,"$27,000.00"
2014 Jeep Grand Cherokee Limited,"34,739 mi.",4.8,"(1,249 reviews)",Used,"$16,980.00"
2019 INFINITI QX60 Luxe,"151,281 mi.",3.1,(21 reviews),Used,"$38,998.00"
2019 Lexus ES 350 F Sport,"20,494 mi.",4.3,(416 reviews),Used,"$41,599.00"
2019 Mazda CX-9 Grand Touring,"22,731 mi.",4.6,(582 reviews),Used,"$37,991.00"
2019 GMC Terrain Denali,"29,811 mi.",4.7,(446 reviews),Used,"$34,000.00"
2018 Ford F-150 Lariat,"13,006 mi.",4.6,(79 reviews),Used,"$39,876.00"
2020 Lexus RX 350 350,"80,992 mi.",4.8,(522 reviews),Used,"$50,495.00"
2020 Mercedes-Benz GLA 250 Base,"14,162 mi.",4.6,"(1,129 reviews)",Used,"$34,632.00"
2021 Nissan Rogue SV,"13,316 mi.",4.4,(576 reviews),Used,"$32,298.00"
2018 Jeep Grand Cherokee Limited,"15,732 mi.",3.9,(74 reviews),Used,"$23,789.00"
2019 Mercedes-Benz C-Class C 300,"76,204 mi.",4.6,"(1,581 reviews)",Used,"$36,250.00"
2018 BMW 328d Base,"22,890 mi.",4.5,(90 reviews),Used,"$28,995.00"
2018 Toyota RAV4 LE,"36,688 mi.",3.3,(19 reviews),Toyota Certified,"$24,977.00"
2022 Tesla Model Y Long Range,"48,080 mi.",4.7,(908 reviews),Used,"$75,405.00"
2019 Buick Encore Essence,"12,731 mi.",3.9,(41 reviews),Buick Certified,"$24,995.00"
2019 Ford Explorer XLT,"38,566 mi.",4.7,"(2,603 reviews)",Used,"$31,999.00"
2019 Volkswagen Tiguan 2.0T SEL R-Line Black,"46,517 mi.",4.5,"(2,520 reviews)",Used,"$29,485.00"
2021 Toyota 4Runner TRD Off Road Premium,"37,550 mi.",4.9,(832 reviews),Toyota Certified,"$48,991.00"
2019 Jaguar F-PACE 25t Premium,"15,799 mi.",4.8,(451 reviews),Used,"$42,245.00"
2019 GMC Sierra 1500 Denali,"38,124 mi.",4.0,(831 reviews),Used,"$51,500.00"
2021 GMC Sierra 1500 AT4,"46,373 mi.",4.6,"(1,241 reviews)",GMC Certified,"$62,495.00"
2019 Volvo XC60 T5 Momentum,"17,849 mi.",4.8,(872 reviews),Used,"$38,132.00"
2019 Mercedes-Benz C-Class C 300,"21,299 mi.",4.0,(84 reviews),Used,"$34,599.00"
2019 Volvo XC60 T5 Momentum,"42,619 mi.",4.7,(359 reviews),Volvo Certified,"$39,995.00"
2021 Lexus NX 300 Base,"22,532 mi.",4.0,(26 reviews),Used,"$43,993.00"
2012 Mercedes-Benz SLK-Class SLK 250,"12,287 mi.",4.6,(327 reviews),Used,"$25,995.00"
2019 Buick Encore Preferred,Mileage,4.3,(40 reviews),Buick Certified,"$22,400.00"
2018 BMW 330 i xDrive,"16,962 mi.",3.4,(484 reviews),Used,"$23,995.00"
2015 Land Rover Range Rover Evoque Pure Plus,"53,887 mi.",4.4,(227 reviews),Used,"$22,990.00"
2017 Volvo XC60 T6 Dynamic,"61,162 mi.",4.3,(17 reviews),Used,"$29,999.00"
2019 Volvo XC60 T5 Inscription,"69,788 mi.",4.6,(496 reviews),Used,"$40,498.00"
2019 Lexus NX 300h Base,"30,208 mi.",4.8,"(1,195 reviews)",Used,"$47,989.00"
2020 Toyota Corolla LE,"11,956 mi.",2.6,(75 reviews),Used,"$21,864.00"
2016 Land Rover Discovery Sport HSE,"11,702 mi.",4.7,(226 reviews),Used,"$23,495.00"
2020 Toyota Supra 3.0 Premium,"80,890 mi.",4.7,(61 reviews),Used,"$55,499.00"
2020 Ford Edge Titanium,"23,248 mi.",4.8,"(1,406 reviews)",Used,"$36,989.00"
2013 Acura RDX Technology,"36,239 mi.",4.6,(434 reviews),Used,"$18,998.00"
2019 Honda Pilot EX-L w/Navigation/RES,"60,662 mi.",4.5,(364 reviews),Used,"$34,999.00"
2021 GMC Acadia Denali,"51,300 mi.",4.4,(641 reviews),Used,"$48,300.00"
2019 Lincoln MKC Reserve,"25,072 mi.",4.9,"(1,747 reviews)",Used,"$33,488.00"
2019 Kia Sorento EX,"13,286 mi.",4.8,(996 reviews),Used,"$28,249.00"
2019 Honda CR-V EX,"60,922 mi.",4.9,"(7,396 reviews)",Honda Certified,"$31,778.00"
2020 Toyota Tacoma SR5,"26,167 mi.",4.8,(206 reviews),Used,"$38,721.00"
2019 BMW X3 sDrive30i,"17,671 mi.",4.7,"(1,201 reviews)",Used,"$36,995.00"
2019 Acura RDX Technology Package,"28,386 mi.",4.5,(145 reviews),Acura Certified,"$41,983.00"
2020 Acura RDX Technology Package,"51,309 mi.",4.8,"(1,703 reviews)",Used,"$42,595.00"
2021 Mercedes-Benz GLC 300 4MATIC Coupe,"19,867 mi.",4.8,"(2,389 reviews)",Used,"$55,200.00"
2019 Toyota Highlander XLE,"24,210 mi.",4.8,(304 reviews),Used,"$38,535.00"
2020 Ford Fusion SE,"16,644 mi.",4.5,"(1,296 reviews)",Used,"$24,002.00"
2018 Lexus GX 460 Base,"48,568 mi.",4.2,(548 reviews),Used,"$37,995.00"
2020 Ford Escape SEL,"39,297 mi.",4.7,"(1,353 reviews)",Ford Certified,"$26,200.00"
2012 Cadillac SRX Performance Collection,"58,074 mi.",4.6,(204 reviews),Used,"$12,968.00"
2019 Volvo XC60 T5 Momentum,"147,302 mi.",4.5,(74 reviews),Volvo Certified,"$40,988.00"
2021 BMW X6 M50i,"21,845 mi.",4.5,(811 reviews),Used,"$79,960.00"
2019 Nissan Rogue SL,"25,442 mi.",4.9,"(2,554 reviews)",Used,"$30,893.00"
2015 MINI Hardtop Cooper,"23,568 mi.",3.4,(50 reviews),Used,"$15,000.00"
2008 Acura MDX Technology,"81,149 mi.",3.7,(54 reviews),Used,"$9,999.00"
2014 Lincoln MKZ Base,"186,600 mi.",4.2,(846 reviews),Used,"$9,499.00"
2020 Toyota RAV4 LE,"75,578 mi.",4.6,"(1,767 reviews)",Used,"$29,750.00"
2019 Honda CR-V EX,"20,798 mi.",4.9,(474 reviews),Honda Certified,"$30,064.00"
2018 Ford F-150 Lariat,"11,931 mi.",4.8,(613 reviews),Used,"$40,894.00"
2019 Kia Sorento SX,"84,071 mi.",4.9,"(3,455 reviews)",Used,"$36,013.00"
2018 Mercedes-Benz GLE 350 Base 4MATIC,"39,721 mi.",4.2,(63 reviews),Used,"$38,935.00"
2010 Volkswagen Passat Komfort,"48,762 mi.",4.6,"(2,758 reviews)",Used,"$5,999.00"
2021 Chevrolet Traverse LT Cloth,"100,963 mi.",4.6,"(1,629 reviews)",Used,"$41,297.00"
2018 BMW X3 xDrive30i,"20,746 mi.",4.3,"(5,445 reviews)",Used,"$33,995.00"
2019 Volkswagen Tiguan 2.0T SE,"52,453 mi.",4.4,(492 reviews),Used,"$23,792.00"
2020 Nissan GT-R Premium,"45,995 mi.",4.7,(848 reviews),Used,"$128,777.00"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"18,800 mi.",4.7,(463 reviews),Mercedes-Benz Certified,"$53,999.00"
2020 Volvo S60 T6 R-Design,"14,567 mi.",4.8,"(1,862 reviews)",Used,"$36,500.00"
2019 Lexus LX 570 570,"41,746 mi.",4.1,(610 reviews),Used,"$82,999.00"
2021 BMW X5 xDrive40i,"33,320 mi.",4.5,(75 reviews),BMW Certified,"$69,900.00"
2019 BMW 330 i,Mileage,4.8,(1 review),Used,"$36,998.00"
2021 Porsche Macan Base,"20,483 mi.",4.7,(75 reviews),Used,"$58,995.00"
2014 BMW X5 xDrive35i,"13,756 mi.",4.7,(146 reviews),Used,"$24,891.00"
2019 Toyota Highlander,"85,408 mi.",4.5,(0 reviews),Used,"$37,811.00"
2021 BMW X3 sDrive30i,"44,461 mi.",4.6,(61 reviews),BMW Certified,"$46,617.00"
2022 BMW X2 sDrive28i,"24,483 mi.",4.9,"(3,551 reviews)",Used,"$39,775.00"
2018 Ford F-150 Raptor,"11,642 mi.",4.6,"(6,653 reviews)",Used,"$58,699.00"
2020 RAM 1500 Limited,"55,804 mi.",4.5,(770 reviews),Used,"$46,000.00"
2019 Honda Civic LX,"31,218 mi.",3.3,"(2,421 reviews)",Honda Certified,"$24,564.00"
2021 Land Rover Range Rover Sport HSE Silver Edition,"32,965 mi.",4.4,(88 reviews),Used,"$74,995.00"
2014 Land Rover Range Rover 5.0L Supercharged,"31,105 mi.",4.6,(582 reviews),Used,"$37,882.00"
2017 Land Rover Range Rover 3.0L Supercharged HSE,"93,509 mi.",4.5,"(1,629 reviews)",Used,"$55,990.00"
2019 BMW X5 xDrive40i,"60,626 mi.",4.3,(956 reviews),BMW Certified,"$52,762.00"
2020 Nissan Pathfinder SV,"43,061 mi.",4.6,(481 reviews),Used,"$28,499.00"
2019 Mercedes-Benz C-Class C 300 4MATIC,"48,841 mi.",2.7,(307 reviews),Mercedes-Benz Certified,"$38,972.00"
2019 BMW X3 xDrive30i,"10,877 mi.",4.8,(20 reviews),Used,"$38,998.00"
2021 Honda Accord Sport 2.0T,"47,428 mi.",4.8,"(4,560 reviews)",Honda Certified,"$35,952.00"
2020 Volvo XC60 T5 Momentum,"10,571 mi.",4.3,"(9,744 reviews)",Volvo Certified,"$38,995.00"
2019 Mercedes-Benz G-Class G 550 4MATIC,"15,004 mi.",4.5,(70 reviews),Used,"$159,998.00"
2018 BMW X2 sDrive28i,"47,641 mi.",4.5,"(2,520 reviews)",Used,"$30,312.00"
2022 Mercedes-Benz GLC 300 Base,"30,099 mi.",4.4,(154 reviews),Used,"$50,288.00"
2021 Jeep Grand Cherokee Limited,"4,570 mi.",4.9,(746 reviews),Used,"$42,319.00"
2017 BMW X3 xDrive28i,"12,501 mi.",4.8,(3 reviews),Used,"$23,990.00"
2020 Volvo XC60 T5 Inscription,"82,171 mi.",4.9,"(1,548 reviews)",Used,"$39,994.00"
2019 Cadillac XT4 Premium Luxury,"31,210 mi.",2.9,"(1,515 reviews)",Used,"$36,156.00"
2021 Nissan Rogue Platinum,"24,018 mi.",4.1,(22 reviews),Used,"$39,998.00"
2020 Subaru Ascent Premium 7-Passenger,"19,221 mi.",4.6,(83 reviews),Subaru Certified,"$35,434.00"
2019 Lincoln MKC Reserve,"30,012 mi.",4.4,(147 reviews),Used,"$33,995.00"
2019 GMC Sierra 3500 Denali,"23,294 mi.",4.6,(348 reviews),Used,"$75,252.00"
2021 Lexus GX 460 Base,"16,785 mi.",4.6,(666 reviews),Used,"$58,651.00"
2018 Buick Enclave Essence,"12,112 mi.",4.3,(146 reviews),Used,"$30,735.00"
2020 Toyota Corolla LE,"54,499 mi.",4.5,"(1,235 reviews)",Used,"$24,987.00"
2020 RAM 2500 Limited,"13,052 mi.",3.8,(924 reviews),Used,"$76,995.00"
2019 Lexus IS 300 Base,"38,758 mi.",4.4,(570 reviews),Used,"$28,966.00"
2019 Jeep Grand Cherokee Limited,"39,009 mi.",4.7,(24 reviews),Used,"$37,047.00"
2019 Jeep Grand Cherokee Limited,"37,919 mi.",4.3,(683 reviews),Jeep Certified,"$34,990.00"
2016 Ford Explorer Limited,"39,422 mi.",4.6,(472 reviews),Used,"$24,599.00"
2021 Toyota Highlander XLE,"69,882 mi.",4.6,"(2,062 reviews)",Used,"$43,995.00"
2017 INFINITI QX50,"16,498 mi.",4.8,(267 reviews),Used,"$25,000.00"
2020 Chevrolet Traverse LT Cloth,"49,572 mi.",4.7,"(1,636 reviews)",Used,"$34,250.00"
2020 Subaru Ascent Limited 7-Passenger,"42,158 mi.",4.8,(209 reviews),Used,"$37,500.00"
2019 Audi Q5 Premium Plus,"31,696 mi.",4.8,(906 reviews),Used,"$42,109.00"
2019 BMW 430 Gran Coupe i xDrive,"17,565 mi.",4.3,"(1,614 reviews)",Used,"$36,980.00"
2019 Hyundai Kona SE,"22,532 mi.",4.6,(639 reviews),Used,"$21,554.00"
2021 Toyota Corolla LE,Mileage,4.5,"(2,610 reviews)",Used,"$25,000.00"
2020 Toyota Tundra SR5,"22,270 mi.",4.3,(181 reviews),Used,"$48,988.00"
2019 Lincoln MKZ Reserve I,"15,440 mi.",4.8,"(1,473 reviews)",Used,"$37,900.00"
2016 Toyota Tacoma TRD Sport,"38,292 mi.",4.2,"(9,078 reviews)",Used,"$34,590.00"
2016 Chevrolet Corvette Z06,"22,019 mi.",4.6,"(1,129 reviews)",Used,"$78,495.00"
2019 Toyota RAV4 LE,"11,073 mi.",4.7,"(1,283 reviews)",Used,"$31,750.00"
2020 Chevrolet Suburban LT,"11,306 mi.",4.9,"(12,923 reviews)",Used,"$50,000.00"
2016 BMW X5 xDrive35i,"59,019 mi.",3.7,(34 reviews),Used,"$26,626.00"
2018 BMW 330 i xDrive,"88,644 mi.",4.7,(206 reviews),Used,"$30,987.00"
2016 Audi Q5 3.0T Premium Plus,"53,728 mi.",4.6,(187 reviews),Used,"$27,995.00"
2021 Kia Sorento LX,"60,536 mi.",4.7,"(2,603 reviews)",Used,"$31,497.00"
2019 Toyota RAV4 LE,"46,609 mi.",4.8,"(4,552 reviews)",Used,"$27,500.00"
2017 Honda CR-V EX-L,"12,188 mi.",4.8,"(2,069 reviews)",Used,"$27,590.00"
2021 Toyota RAV4 Hybrid LE,"49,860 mi.",4.4,(495 reviews),Used,"$36,843.00"
2020 Toyota Tundra Platinum,"20,325 mi.",4.6,(177 reviews),Used,"$55,824.00"
2019 Subaru Forester Limited,"23,817 mi.",3.6,(14 reviews),Used,"$32,714.00"
2019 BMW 540 i xDrive,"18,384 mi.",4.8,(718 reviews),Used,"$42,792.00"
2021 BMW X5 xDrive40i,"41,099 mi.",4.4,"(1,760 reviews)",Used,"$61,202.00"
2019 Alfa Romeo Giulia Base,"21,906 mi.",4.3,"(1,341 reviews)",Used,"$33,880.00"
2021 Honda Pilot EX-L,"41,226 mi.",4.8,"(1,558 reviews)",Used,"$40,208.00"
2020 Volvo XC60 T5 Momentum,"36,075 mi.",4.2,(803 reviews),Used,"$40,000.00"
2018 Porsche 911 Turbo S,"50,281 mi.",4.8,(164 reviews),Used,"$187,594.00"
2018 Chevrolet Tahoe LT,"14,090 mi.",4.7,"(1,575 reviews)",Used,"$42,491.00"
2019 Mercedes-Benz AMG E 63 S 4MATIC,"62,078 mi.",4.2,(67 reviews),Used,"$97,898.00"
2011 Honda CR-Z EX,"26,391 mi.",4.6,"(1,003 reviews)",Used,"$13,111.00"
2019 Kia Sorento L,"94,976 mi.",4.5,(114 reviews),Used,"$27,916.00"
2020 Tesla Model Y Long Range,"29,609 mi.",4.7,(144 reviews),Used,"$67,521.00"
2018 Audi Q7 3.0T Premium Plus,"24,795 mi.",4.7,(140 reviews),Used,"$38,928.00"
2021 Ford F-150 XLT,"59,065 mi.",4.7,"(6,038 reviews)",Used,"$68,255.00"
2020 Subaru Outback Premium,"17,643 mi.",3.5,(16 reviews),Used,"$34,860.00"
2019 Toyota RAV4 XLE,"11,941 mi.",4.6,"(1,963 reviews)",Used,"$30,982.00"
2019 Nissan Murano SL,"11,715 mi.",4.4,(343 reviews),Nissan Certified,"$33,914.00"
2020 Cadillac XT4 Premium Luxury,"29,293 mi.",4.8,(494 reviews),Cadillac Certified,"$38,562.00"
2018 BMW X1 xDrive28i,"24,365 mi.",4.7,(15 reviews),Used,"$29,999.00"
2021 Ford F-150 XLT,"47,631 mi.",4.7,"(1,193 reviews)",Used,"$55,450.00"
2019 Ford F-150 Raptor,"16,580 mi.",4.4,"(1,316 reviews)",Used,"$65,127.00"
2019 GMC Acadia SLE-1,"47,964 mi.",4.8,(700 reviews),Used,"$28,932.00"
2019 Chevrolet Colorado WT,"32,165 mi.",4.8,"(5,142 reviews)",Used,"$28,490.00"
2019 Honda CR-V EX-L,"32,598 mi.",4.5,(616 reviews),Used,"$33,497.00"
2021 Lexus RX 350 Base,"2,482 mi.",4.6,(666 reviews),Used,"$51,981.00"
2019 Audi Q5 2.0T Premium Plus,"12,461 mi.",4.6,(573 reviews),Used,"$38,298.00"
2020 Ford Fusion Titanium,"36,555 mi.",4.6,"(2,673 reviews)",Used,"$22,298.00"
2018 Chevrolet Equinox 1LT,"43,088 mi.",4.1,"(2,094 reviews)",Used,"$21,801.00"
2019 Chevrolet Traverse Premier,"38,293 mi.",4.7,(660 reviews),Used,"$45,991.00"
2020 Tesla Model Y Long Range,"16,582 mi.",4.4,(215 reviews),Used,"$69,899.00"
2019 Land Rover Discovery Sport HSE,Mileage,4.6,(99 reviews),Used,"$27,898.00"
2021 Tesla Model Y Long Range,"62,826 mi.",4.6,(322 reviews),Used,"$71,000.00"
2019 Alfa Romeo Giulia Base,"32,729 mi.",4.2,(23 reviews),Used,"$30,488.00"
2018 Buick Encore Preferred,"59,441 mi.",4.9,"(21,777 reviews)",Used,"$18,499.00"
2019 Ford Edge Titanium,"45,814 mi.",4.7,"(1,497 reviews)",Used,"$32,900.00"
2018 Honda Odyssey EX-L,"11,606 mi.",4.2,(71 reviews),Used,"$34,670.00"
2019 Ford F-150 Lariat,"49,739 mi.",4.6,(339 reviews),Used,"$59,995.00"
2020 Nissan Rogue SV,"16,286 mi.",4.2,(861 reviews),Used,"$25,759.00"
2020 Honda Civic EX-L,"49,658 mi.",4.8,(301 reviews),Used,"$31,700.00"
2021 Hyundai Palisade Limited,"14,796 mi.",4.9,(811 reviews),Used,"$49,641.00"
2021 Honda CR-V EX-L,"30,955 mi.",4.6,"(1,629 reviews)",Honda Certified,"$37,604.00"
2019 Subaru Crosstrek 2.0i Premium,"12,352 mi.",4.7,"(5,762 reviews)",Used,"$27,995.00"
2020 Kia Sorento LX,"21,229 mi.",4.2,(196 reviews),Used,"$27,000.00"
2019 Subaru Legacy 2.5i Premium,"49,923 mi.",3.4,(28 reviews),Used,"$25,125.00"
2021 Toyota Corolla LE,"47,775 mi.",4.7,"(1,789 reviews)",Used,"$23,977.00"
2020 Acura TLX FWD,"40,009 mi.",4.6,(147 reviews),Used,"$30,495.00"
2014 Nissan Pathfinder SV,"34,515 mi.",4.9,(428 reviews),Used,"$13,990.00"
2021 BMW X3 xDrive30i,"83,893 mi.",4.5,(139 reviews),BMW Certified,"$45,635.00"
2018 Cadillac XT5 Luxury,"19,618 mi.",4.1,(134 reviews),Used,"$34,000.00"
2020 Lexus RX 350L Base,"17,828 mi.",4.7,"(1,367 reviews)",Used,"$48,698.00"
2020 Nissan Pathfinder SL,"33,210 mi.",3.9,(7 reviews),Used,"$30,498.00"
2021 Lexus RX 350 Base,"25,448 mi.",4.7,"(1,885 reviews)",Used,"$50,900.00"
2019 Honda CR-V EX-L,"15,015 mi.",4.6,(367 reviews),Used,"$32,490.00"
2018 Ford F-150 XLT,"34,187 mi.",4.9,"(3,863 reviews)",Used,"$29,498.00"
2019 Mercedes-Benz CLA 250 Base,"65,898 mi.",2.3,(49 reviews),Used,"$33,299.00"
2019 Buick Encore Preferred,"22,948 mi.",4.5,(749 reviews),Used,"$23,799.00"
2017 Kia Sportage SX Turbo,"44,993 mi.",3.4,(75 reviews),Used,"$23,479.00"
2020 Acura TLX V6 w/Technology Package,"81,429 mi.",4.7,(434 reviews),Acura Certified,"$39,500.00"
2020 Toyota Tacoma SR5,"16,981 mi.",4.6,"(1,192 reviews)",Used,"$35,498.00"
2021 Ford F-150 Lariat,"22,171 mi.",4.8,(956 reviews),Used,"$61,773.00"
2019 Chevrolet Suburban LT,"19,630 mi.",4.3,(121 reviews),Used,"$43,900.00"
2021 Dodge Charger R/T,"80,069 mi.",4.3,"(4,508 reviews)",Used,"$41,000.00"
2020 Chevrolet Silverado 1500 Custom,"15,054 mi.",4.4,(807 reviews),Used,"$37,699.00"
2019 Honda CR-V EX-L,"17,002 mi.",4.8,"(2,752 reviews)",Honda Certified,"$32,813.00"
2020 Tesla Model Y Long Range,"17,875 mi.",4.9,"(1,121 reviews)",Used,"$68,995.00"
2017 Mercedes-Benz GLA 250 Base 4MATIC,"39,151 mi.",4.8,"(2,524 reviews)",Used,"$30,975.00"
2019 Ford F-150 Lariat,"17,605 mi.",4.8,(450 reviews),Used,"$43,000.00"
2021 Cadillac Escalade Premium Luxury,"49,469 mi.",4.6,"(1,133 reviews)",Used,"$104,995.00"
2021 Kia Sportage LX,"4,053 mi.",4.7,"(1,140 reviews)",Kia Certified,"$26,406.00"
2019 Honda CR-V EX,"14,405 mi.",4.8,"(3,914 reviews)",Used,"$26,925.00"
2020 Honda CR-V EX-L,"63,404 mi.",4.9,"(2,634 reviews)",Honda Certified,"$35,690.00"
2019 Ford Edge SE,"15,583 mi.",4.9,(467 reviews),Used,"$25,000.00"
2018 Toyota RAV4 XLE,Mileage,4.6,(658 reviews),Used,"$26,768.00"
2019 BMW X5 xDrive40i,"49,167 mi.",4.6,(573 reviews),Used,"$53,988.00"
2021 RAM 1500 Laramie,"20,207 mi.",4.8,(511 reviews),Used,"$49,432.00"
2020 Hyundai Venue SEL,"17,343 mi.",4.9,"(21,777 reviews)",Used,"$22,999.00"
2018 Lexus RX 350 350,"19,316 mi.",4.8,"(2,794 reviews)",Used,"$38,500.00"
2020 Jeep Grand Cherokee Limited,"24,897 mi.",4.6,"(5,945 reviews)",Used,"$35,992.00"
2021 Hyundai Tucson SE,"10,637 mi.",4.4,(165 reviews),Used,"$23,800.00"
2021 Ford F-150 Lariat,"15,776 mi.",4.9,"(2,267 reviews)",Used,"$58,869.00"
2018 Tesla Model S 100D,"17,271 mi.",3.5,(143 reviews),Used,"$67,950.00"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"32,509 mi.",4.6,(816 reviews),Mercedes-Benz Certified,"$43,977.00"
2020 Hyundai Santa Fe SEL 2.4,"18,963 mi.",4.7,"(1,417 reviews)",Used,"$30,952.00"
2019 Lexus GX 460 Base,"13,410 mi.",4.0,(26 reviews),Used,"$49,993.00"
2021 Tesla Model 3 Standard Range Plus,"18,256 mi.",4.5,(754 reviews),Used,"$55,855.00"
2020 Lincoln Aviator Reserve AWD,"2,884 mi.",4.7,(799 reviews),Used,"$55,989.00"
2019 Honda CR-V EX,"26,601 mi.",4.5,"(1,428 reviews)",Used,"$29,988.00"
2019 BMW X3 xDrive30i,"45,206 mi.",4.8,(3 reviews),Used,"$38,998.00"
2021 Ford F-150 Lariat,"41,625 mi.",4.9,(370 reviews),Used,"$129,991.00"
2021 Land Rover Range Rover Sport HSE Silver Edition,"12,284 mi.",4.6,(315 reviews),Used,"$85,722.00"
2019 Nissan Murano SL,"30,146 mi.",3.9,(14 reviews),Used,"$25,695.00"
2020 Cadillac XT4 Premium Luxury,"36,458 mi.",4.2,(89 reviews),Cadillac Certified,"$41,888.00"
2014 Ford Mustang GT Premium,"10,537 mi.",4.0,(17 reviews),Used,"$29,995.00"
2019 BMW X4 xDrive30i,"36,688 mi.",4.2,(801 reviews),Used,"$43,395.00"
2020 Land Rover Range Rover Evoque SE,"19,152 mi.",4.5,(49 reviews),Used,"$44,900.00"
2019 Chevrolet Trax LS,"26,174 mi.",4.8,(501 reviews),Used,"$21,729.00"
2019 Acura RDX Technology Package,"35,811 mi.",4.7,(205 reviews),Acura Certified,"$39,990.00"
2020 Volkswagen Jetta 1.4T S,"20,561 mi.",4.9,"(1,973 reviews)",Volkswagen Certified,"$25,451.00"
2021 Mercedes-Benz GLC 300 Base,"16,152 mi.",4.3,"(1,341 reviews)",Mercedes-Benz Certified,"$41,982.00"
2017 INFINITI QX80 Base,"16,651 mi.",4.5,(227 reviews),Used,"$41,990.00"
2020 BMW X3 xDrive30i,"66,500 mi.",4.9,"(4,719 reviews)",BMW Certified,"$45,551.00"
2020 Kia Telluride SX,"21,278 mi.",4.7,(713 reviews),Used,"$45,187.00"
2020 Jeep Compass Trailhawk,"63,505 mi.",4.8,"(1,788 reviews)",Used,"$23,991.00"
2019 GMC Terrain SLT,"43,442 mi.",4.5,(563 reviews),GMC Certified,"$30,300.00"
2019 Cadillac XT5 Luxury,"17,922 mi.",4.7,"(1,358 reviews)",Used,"$31,480.00"
2019 BMW X5 xDrive40i,"61,764 mi.",4.5,"(1,547 reviews)",BMW Certified,"$53,743.00"
2021 Toyota Venza XLE,"21,115 mi.",4.7,(502 reviews),Used,"$48,000.00"
2020 Jeep Grand Cherokee Limited,"13,610 mi.",4.8,"(1,418 reviews)",Jeep Certified,"$39,000.00"
2021 Hyundai Santa Fe Calligraphy,"37,668 mi.",4.8,(652 reviews),Used,"$43,995.00"
2021 Volkswagen Passat 2.0T S,"25,771 mi.",4.7,(311 reviews),Volkswagen Certified,"$23,821.00"
2020 Buick Envision Essence,"19,604 mi.",4.8,"(2,342 reviews)",Used,"$35,070.00"
2018 Ford Explorer XLT,"28,757 mi.",4.6,(573 reviews),Used,"$26,499.00"
2014 Audi Q5 2.0T Premium Plus,"71,750 mi.",4.8,(890 reviews),Used,"$18,288.00"
2019 RAM 1500 Laramie,"75,330 mi.",4.6,"(2,299 reviews)",Used,"$38,450.00"
2018 Toyota RAV4 LE,"58,236 mi.",4.6,"(2,062 reviews)",Toyota Certified,"$25,998.00"
2019 Chevrolet Tahoe LT,Mileage,4.8,"(2,740 reviews)",Used,"$41,900.00"
2021 Toyota RAV4 LE,"81,038 mi.",4.6,(850 reviews),Toyota Certified,"$31,836.00"
2019 Honda CR-V EX,"11,142 mi.",4.7,(686 reviews),Honda Certified,"$30,681.00"
